Date,AQI,TEMP
2017/3/15,14,31.5
2017/3/16,14,33
2017/3/17,12,29
2017/3/18,40,23
2017/3/19,22,29
2017/3/20,12,33
2017/3/21,46,33
2017/3/22,21,36
2017/3/23,34,32.5
2017/3/24,14,33
2017/3/25,17,35.5
2017/3/26,19,36.5
2017/3/27,11,37
2017/3/28,6,39
2017/3/29,15,38.5
2017/3/30,8,39
2017/3/31,8,40
2017/4/1,11,40
2017/4/2,18,38.5
2017/4/3,9,40.5
2017/4/4,11,44
2017/4/5,9,44
2017/4/6,0,39.5
2017/4/7,37,40
2017/4/8,34,40
2017/4/9,32,44
2017/4/10,21,43
2017/4/11,29,41.5
2017/4/12,15,44.5
2017/4/13,17,46.5
2017/4/14,8,43.5
2017/4/15,21,41
2017/4/16,24,42.5
2017/4/17,0,41.5
2017/4/18,0,41.5
2017/4/19,19,40
2017/4/20,12,43.5
2017/4/21,13,43
2017/4/22,56,45.5
2017/4/23,58,46
2017/4/24,19,46.5
2017/4/25,18,49
2017/4/26,19,45
2017/4/27,1,45.5
2017/4/28,5,40.5
2017/4/29,10,45
2017/4/30,15,43
2017/5/1,8,42.5
2017/5/2,6,46
2017/5/3,10,44
2017/5/4,31,44.5
2017/5/5,52,44.5
2017/5/6,27,46.5
2017/5/7,13,45
2017/5/8,0,44.5
2017/5/9,6,45.5
2017/5/10,15,47.5
2017/5/11,21,52.5
2017/5/12,24,50.5
2017/5/13,15,47
2017/5/14,0,44.5
2017/5/16,5,53.5
2017/5/17,15,53
2017/5/18,11,49
2017/5/19,12,48.5
2017/5/20,48,50
2017/5/21,49,53
2017/5/22,54,52
2017/5/23,44,55
2017/5/24,58,51
2017/5/25,51,48.5
2017/5/26,44,48
2017/5/27,60,48.5
2017/5/28,62,53
2017/5/29,53,57.5
2017/5/30,49,55
2017/5/31,34,51
2017/6/1,15,55
2017/6/2,2,57
2017/6/3,4,49
2017/6/6,14,56.5
2017/6/7,4,60
2017/6/8,22,62.5
2017/6/9,12,54.5
2017/6/10,19,52.5
2017/6/11,12,49.5
2017/6/12,7,49
2017/6/13,4,49
2017/6/14,7,52
2017/6/15,5,51
2017/6/16,12,46.5
2017/6/17,17,47.5
2017/6/18,23,58
2017/6/19,18,55
2017/6/20,8,51.5
2017/6/21,9,54
2017/6/22,11,54
2017/6/23,23,54
2017/6/24,23,55.5
2017/6/25,15,53.5
2017/6/26,7,52
2017/6/27,11,54.5
2017/6/28,10,57.5
2017/6/29,16,57.5
2017/6/30,2,53
2017/7/1,13,53
2017/7/2,5,54
2017/7/3,24,53
2017/7/4,14,52.5
2017/7/5,13,57
2017/7/6,33,58.5
2017/7/7,32,57
2017/7/8,19,56
2017/7/9,6,53
2017/7/10,4,53.5
2017/7/11,0,52
2017/7/12,14,55
2017/7/13,7,56
2017/7/14,15,54.5
2017/7/15,19,52.5
2017/7/16,5,53.5
2017/7/17,0,56
2017/7/18,12,58.5
2017/7/19,6,56.5
2017/7/20,20,57
2017/7/21,24,60.5
2017/7/22,19,54.5
2017/7/23,18,56
2017/7/24,17,57.5
2017/7/25,12,57
2017/7/26,3,54.5
2017/7/27,24,56
2017/7/28,20,53
2017/7/29,19,54
2017/7/30,7,57.5
2017/7/31,3,59.5
2017/8/1,29,58
2017/8/2,24,60
2017/8/3,6,62.5
2017/8/4,25,62.5
2017/8/5,47,65
2017/8/6,56,66
2017/8/7,53,59.5
2017/8/8,44,61.5
2017/8/10,36,60.5
2017/8/11,43,59
2017/8/12,29,57.5
2017/8/13,2,59
2017/8/14,17,53.5
2017/8/15,4,54
2017/8/16,0,53.5
2017/8/17,17,52
2017/8/18,9,52
2017/8/19,27,51.5
2017/8/20,19,53.5
2017/8/21,29,56.5
2017/8/22,19,55
2017/8/23,14,54
2017/8/24,4,54
2017/8/25,2,53.5
2017/8/26,13,54
2017/8/27,26,54
2017/8/28,29,53.5
2017/8/29,29,55.5
2017/8/30,17,56.5
2017/8/31,6,52.5
2017/9/1,12,54.5
2017/9/2,26,51
2017/9/3,54,47
2017/9/4,12,56
2017/9/5,50,60.5
2017/9/6,39,56.5
2017/9/7,11,54.5
2017/9/8,4,53.5
2017/9/9,6,52
2017/9/10,13,51.5
2017/9/11,18,50
2017/9/12,21,50.5
2017/9/13,24,49.5
2017/9/14,32,50.5
2017/9/15,31,52
2017/9/16,25,50
2017/9/17,13,50
2017/9/18,14,48.5
2017/9/19,17,49
2017/9/20,36,51.5
2017/9/21,55,47.5
2017/9/22,7,50.5
2017/9/23,12,52.5
2017/9/24,11,51.5
2017/9/25,29,48.5
2017/9/26,12,52.5
2017/9/27,7,57
2017/9/28,75,49.5
2017/9/29,65,46.5
2017/9/30,67,44
2017/10/1,57,43
2017/10/2,36,41
2017/10/3,13,46.5
2017/10/4,13,47.5
2017/10/5,11,47.5
2017/10/6,18,46.5
2017/10/7,43,44
2017/10/8,19,46
2017/10/9,22,42
2017/10/10,29,40.5
2017/10/11,37,39.5
2017/10/13,18,35
2017/10/14,4,42.5
2017/10/15,3,45
2017/10/16,7,41
2017/10/17,8,42
2017/10/18,14,40.5
2017/10/19,52,37.5
2017/10/20,8,40.5
2017/10/21,20,40
2017/10/22,28,41
2017/10/23,9,41.5
2017/10/24,23,35.5
2017/10/25,30,34.5
2017/10/26,1,44
2017/10/27,8,46
2017/10/28,51,40
2017/10/29,48,36
2017/10/30,37,41.5
2017/10/31,23,39
2017/11/1,17,38
2017/11/2,41,33
2017/11/3,71,30.5
2017/11/4,54,33.5
2017/11/5,59,28.5
2017/11/6,55,34
2017/11/7,44,30.5
2017/11/8,58,27.5
2017/11/9,64,28
2017/11/10,36,32.5
2017/11/11,29,26.5
2017/11/12,59,23
2017/11/13,32,26.5
2017/11/14,34,29.5
2017/11/15,55,22.5
2017/11/16,62,20
2017/11/17,32,28
2017/11/18,44,25
2017/11/19,65,14.5
2017/11/20,53,21
2017/11/21,46,19
2017/11/22,57,19.5
2017/11/23,56,24.5
2017/11/24,42,28.5
2017/11/25,39,24
2017/11/26,71,15.5
2017/11/27,42,28
2017/11/28,29,31.5
2017/11/29,5,37
2017/11/30,7,35
2017/12/1,53,29
2017/12/2,52,30.5
2017/12/3,12,37.5
2017/12/4,6,39
2017/12/5,0,41.5
2017/12/6,2,46
2017/12/7,2,47.5
2017/12/8,4,48.5
2017/12/9,1,44.5
2017/12/10,12,44.5
2017/12/11,16,44
2017/12/12,27,42
2017/12/13,0,44
2017/12/14,8,43.5
2017/12/15,7,38.5
2017/12/19,61,25.5
2017/12/21,54,26
2017/12/22,71,20.5
2017/12/23,85,18.5
2017/12/24,88,16
2017/12/25,68,18.5
2017/12/26,59,23
2017/12/27,70,19
2017/12/28,60,17
2017/12/29,71,14.5
2017/12/30,88,7.5
2017/12/31,76,10
2018/1/1,45,29
2018/1/2,2,39.5
2018/1/3,21,38.5
2018/1/4,41,35
2018/1/5,37,35
2018/1/6,16,37.5
2018/1/7,22,34.5
2018/1/8,46,25.5
2018/1/9,24,17.5
2018/1/10,50,12
2018/1/11,66,13
2018/1/12,53,21
2018/1/13,34,35.5
2018/1/14,11,47
2018/1/15,24,43
2018/1/16,27,39.5
2018/1/17,43,33.5
2018/1/18,72,27.5
2018/1/19,69,32.5
2018/1/20,56,32.5
2018/1/21,59,28.5
2018/1/22,51,30.5
2018/1/23,47,25
2018/1/24,51,25.5
2018/1/25,60,19.5
2018/1/26,52,22
2018/1/27,71,21.5
2018/1/28,43,19.5
2018/1/29,39,23
2018/1/30,55,22
2018/1/31,46,22.5
2018/2/1,22,19
2018/2/2,46,16.5
2018/2/3,72,14.5
2018/2/4,83,18
2018/2/5,81,17.5
2018/2/6,59,22.5
2018/2/7,53,23.5
2018/2/8,69,19.5
2018/2/9,76,16
2018/2/10,85,16
2018/2/11,74,17
2018/2/12,54,30
2018/2/13,47,32
2018/2/14,58,26
2018/2/15,31,30.5
2018/2/16,58,22.5
2018/2/17,58,20
2018/2/18,72,18
2018/2/19,61,24.5
2018/2/20,66,23.5
2018/2/21,51,27.5
2018/2/22,39,26.5
2018/2/23,17,30.5
2018/2/24,21,25.5
2018/2/25,43,20
2018/2/26,11,25
2018/2/27,7,34
2018/2/28,9,30.5
2018/3/1,16,26
2018/3/2,23,20.5
2018/3/3,47,23.5
2018/3/4,52,25.5
2018/3/5,40,22
2018/3/6,35,20.5
2018/3/7,5,30.5
2018/3/8,8,33.5
2018/3/9,9,35
2018/3/10,23,36
2018/3/11,11,37.5
2018/3/12,26,35.5
2018/3/13,22,38.5
2018/3/14,19,38.5
2018/3/15,24,39.5
2018/3/16,17,38
2018/3/17,21,36
2018/3/18,46,34
2018/3/19,16,36
2018/3/20,19,34.5
2018/3/21,14,33
2018/3/22,2,35.5
2018/3/23,28,33
2018/3/24,36,30
2018/3/25,22,28.5
2018/3/26,34,25.5
2018/3/27,19,32.5
2018/3/29,34,38.5
2018/3/30,29,32
2018/3/31,31,31
2018/4/1,22,30.5
2018/4/2,21,33
2018/4/3,23,30
2018/4/4,41,30.5
2018/4/5,41,33.5
2018/4/6,27,39
2018/4/7,37,41.5
2018/4/8,27,41.5
2018/4/9,11,43.5
2018/4/10,15,44
2018/4/11,8,47
2018/4/12,7,47
2018/4/13,13,44
2018/4/14,23,40.5
2018/4/15,39,40.5
2018/4/16,24,36.5
2018/4/17,24,37.5
2018/4/18,2,38
2018/4/19,1,41.5
2018/4/20,13,39.5
2018/4/21,19,37.5
2018/4/22,0,41
2018/4/23,0,41.5
2018/4/24,6,42
2018/4/25,6,43
2018/4/26,5,44
2018/4/27,11,42.5
2018/4/28,30,44
2018/4/29,31,42
2018/4/30,11,41.5
2018/5/1,1,43
2018/5/2,29,42
2018/5/4,10,45
2018/5/8,41,52
2018/5/9,44,54
2018/5/10,59,56
2018/5/11,9,51
2018/5/12,11,53
2018/5/13,9,50
2018/5/14,16,46
2018/5/15,54,45
2018/5/16,54,46.5
2018/5/17,52,51
2018/5/18,58,57
2018/5/19,61,52.5
2018/5/20,33,51
2018/5/21,3,51.5
2018/5/22,8,48
2018/5/23,24,49
2018/5/24,19,48.5
2018/5/25,13,47.5
2018/5/26,8,46.5
2018/5/27,26,48
2018/5/28,13,45.5
2018/5/29,7,49.5
2018/5/30,33,51
2018/5/31,60,50.5
2018/6/1,37,51.5
2018/6/2,25,49.5
2018/6/3,60,49
2018/6/4,25,48
2018/6/5,37,53
2018/6/7,5,50.5
2018/6/8,53,52
2018/6/9,21,49.5
2018/6/10,8,48
2018/6/12,20,55.5
2018/6/13,20,57.5
2018/6/14,19,50
2018/6/15,66,55.5
2018/6/16,25,52.5
2018/6/17,21,57
2018/6/18,29,64
2018/6/19,73,65.5
2018/6/20,57,70
2018/6/21,75,65
2018/6/22,26,61
2018/6/23,39,55.5
2018/6/24,24,56
2018/6/25,23,56.5
2018/6/26,17,54
2018/6/27,24,55
2018/6/28,26,55.5
2018/6/29,13,54.5
2018/6/30,17,56
2018/7/1,19,56
2018/7/2,25,60
2018/7/3,54,65.5
2018/7/4,76,67
2018/7/5,51,66.5
2018/7/6,48,67
2018/7/7,43,61
2018/7/8,40,61.5
2018/7/9,23,61
2018/7/10,11,57.5
2018/7/11,11,52.5
2018/7/12,13,58.5
2018/7/13,43,59.5
2018/7/14,39,55.5
2018/7/15,3,52
2018/7/16,11,54.5
2018/7/17,11,56.5
2018/7/18,28,54
2018/7/19,16,58.5
2018/7/20,36,60.5
2018/7/21,48,63.5
2018/7/22,50,65
2018/7/23,53,65
2018/7/24,55,65
2018/7/25,56,64
2018/7/26,19,65
2018/7/27,13,65.5
2018/7/28,26,64
2018/7/29,33,64
2018/7/30,28,66
2018/8/2,11,58.5
2018/8/3,16,59.5
2018/8/4,29,62.5
2018/8/5,32,63
2018/8/6,18,61
2018/8/7,11,59.5
2018/8/8,16,58.5
2018/8/9,15,57.5
2018/8/10,26,57.5
2018/8/11,36,58.5
2018/8/12,17,56
2018/8/13,14,57
2018/8/14,21,57.5
2018/8/15,31,56.5
2018/8/16,33,57
2018/8/17,39,57
2018/8/18,54,57
2018/8/19,46,56
2018/8/20,28,59
2018/8/21,42,58.5
2018/8/22,26,55.5
2018/8/23,28,55
2018/8/24,14,54
2018/8/25,24,54
2018/8/26,26,56
2018/8/27,10,55.5
2018/8/28,7,56
2018/8/29,23,58.5
2018/8/30,18,55
2018/8/31,26,55
2018/9/1,21,53
2018/9/2,52,55
2018/9/3,54,53
2018/9/4,36,52
2018/9/5,46,54.5
2018/9/6,41,55.5
2018/9/7,30,50.5
2018/9/8,29,54.5
2018/9/9,18,57.5
2018/9/14,46,49
2018/9/15,56,46.5
2018/9/16,56,44
2018/9/17,53,43.5
2018/9/18,55,44.5
2018/9/19,61,44.5
2018/9/20,63,45.5
2018/9/21,56,45
2018/9/22,57,42
2018/9/23,22,51
2018/9/24,32,51.5
2018/9/25,15,52.5
2018/9/26,22,49
2018/9/27,48,48.5
2018/9/28,40,46
2018/9/29,68,50
2018/9/30,56,47
2018/10/1,53,48.5
2018/10/2,33,41
2018/10/3,49,39.5
2018/10/4,30,43
2018/10/5,22,43.5
2018/10/6,21,47
2018/10/7,23,46
2018/10/8,27,42.5
2018/10/9,48,39.5
2018/10/10,53,38
2018/10/11,14,46.5
2018/10/12,31,46
2018/10/16,22,49.5
2018/10/17,27,49.5
2018/10/18,32,48.5
2018/10/19,15,49.5
2018/10/20,22,49.5
2018/10/21,18,49
2018/10/22,23,47
2018/10/23,14,49.5
2018/10/24,15,50
2018/10/25,19,47.5
2018/10/26,21,42.5
2018/10/27,31,41.5
2018/10/28,42,41.5
2018/10/29,42,43.5
2018/10/30,25,43.5
2018/10/31,49,37
2018/11/1,34,34.5
2018/11/2,33,35.5
2018/11/3,40,33
2018/11/4,56,34.5
2018/11/5,48,30.5
2018/11/6,55,29
2018/11/7,53,28
2018/11/8,18,40
2018/11/9,38,40.5
2018/11/10,34,42.5
2018/11/11,14,44
2018/11/12,21,43.5
2018/11/13,23,44.5
2018/11/14,28,43
2018/11/15,22,39
2018/11/16,33,33
2018/11/17,23,41.5
2018/11/18,34,47.5
2018/11/19,10,48
2018/11/20,14,44.5
2018/11/21,41,40
2018/11/22,59,36
2018/11/23,68,32
2018/11/24,63,32.5
2018/11/25,28,42
2018/11/26,13,44.5
2018/11/27,28,41
2018/11/28,37,38
2018/11/29,31,38
2018/11/30,34,34.5
2018/12/1,69,25.5
2018/12/2,83,24
2018/12/3,64,25.5
2018/12/4,58,33.5
2018/12/5,52,34.5
2018/12/6,40,35
2018/12/7,32,35.5
2018/12/8,13,43.5
2018/12/9,19,42
2018/12/10,17,39.5
2018/12/11,31,36.5
2018/12/12,36,34.5
2018/12/13,51,33.5
2018/12/14,67,25.5
2018/12/15,55,25.5
2018/12/16,32,37
2018/12/17,33,39
2018/12/18,47,36.5
2018/12/19,27,38
2018/12/20,44,33
2018/12/21,47,30.5
2018/12/22,59,28
2018/12/23,52,30
2018/12/24,54,30.5
2018/12/25,57,30.5
2018/12/26,42,33.5
2018/12/27,29,35.5
2018/12/28,47,34.5
2018/12/29,74,29
2018/12/30,67,33
2018/12/31,33,39
2019/1/1,39,42.5
2019/1/2,29,38
2019/1/3,57,31.5
2019/1/4,75,23
2019/1/5,81,17.5
2019/1/6,69,18
2019/1/7,57,15.5
2019/1/8,57,14.5
2019/1/9,63,16.5
2019/1/10,45,24
2019/1/11,52,29
2019/1/12,44,33
2019/1/13,51,33
2019/1/14,37,34.5
2019/1/15,48,32
2019/1/16,63,28
2019/1/17,80,26.5
2019/1/18,68,23.5
2019/1/19,65,24.5
2019/1/20,61,28
2019/1/21,39,33
2019/1/22,43,30.5
2019/1/23,39,33
2019/1/24,17,39.5
2019/1/25,27,42.5
2019/1/26,39,40.5
2019/1/27,49,32.5
2019/1/28,54,31
2019/1/29,26,36
2019/1/30,38,38.5
2019/1/31,31,30
2019/2/1,19,16
2019/2/2,42,11
2019/2/3,56,13
2019/2/4,61,17.5
2019/2/5,60,20
2019/2/6,54,27
2019/2/7,53,22.5
2019/2/8,64,22
2019/2/9,66,19.5
2019/2/10,59,20
2019/2/11,63,18.5
2019/2/12,60,18.5
2019/2/13,50,29.5
2019/2/14,28,30
2019/2/15,53,24.5
2019/2/16,67,18
2019/2/17,58,18.5
2019/2/18,26,31
2019/2/19,47,34.5
2019/2/20,33,33.5
2019/2/21,29,34
2019/2/22,28,27.5
2019/2/23,35,24
2019/2/24,55,23
2019/2/25,56,27.5
2019/2/26,61,28.5
2019/2/27,60,32.5
2019/2/28,63,34
2019/3/1,58,32
2019/3/2,43,32
2019/3/3,55,26
2019/3/4,56,24
2019/3/5,55,25
2019/3/6,56,25.5
2019/3/7,58,26.5
2019/3/8,57,28.5
2019/3/9,28,37
2019/3/10,17,36.5
2019/3/11,26,38
2019/3/12,27,37.5
2019/3/13,22,39.5
2019/3/14,38,38
2019/3/15,24,38
2019/3/16,22,41.5
2019/3/17,19,47.5
2019/3/18,21,49.5
2019/3/19,39,45.5
2019/3/20,58,41.5
2019/3/21,50,43.5
2019/3/22,54,43.5
2019/3/23,29,44.5
2019/3/24,43,42
2019/3/25,48,39.5
2019/3/26,43,43.5
2019/3/27,51,41.5
2019/3/28,57,42
2019/3/29,55,40
2019/3/30,68,40.5
2019/3/31,61,43.5
2019/4/1,60,43
2019/4/2,61,43.5
2019/4/3,60,43.5
2019/4/4,29,40
2019/4/5,24,39.5
2019/4/6,34,44.5
2019/4/7,23,45
2019/4/8,18,41.5
2019/4/9,22,41.5
2019/4/10,28,40
2019/4/11,28,40
2019/4/12,36,42.5
2019/4/13,33,42.5
2019/4/14,34,43
2019/4/15,23,43
2019/4/16,19,43.5
2019/4/17,23,44.5
2019/4/18,19,43
2019/4/19,21,42
2019/4/20,26,42.5
2019/4/21,22,42.5
2019/4/22,24,43.5
2019/4/23,24,37.5
2019/4/24,24,38.5
2019/4/25,31,38
2019/4/26,22,45
2019/4/27,52,44.5
2019/4/28,40,44
2019/4/29,27,45
2019/4/30,31,46
2019/5/1,41,50.5
2019/5/2,20,47
2019/5/3,14,46.5
2019/5/4,33,43.5
2019/5/5,23,44.5
2019/5/6,17,44
2019/5/7,19,45.5
2019/5/8,17,48
2019/5/9,15,50.5
2019/5/10,31,49.5
2019/5/11,26,49.5
2019/5/12,23,46
2019/5/13,9,50.5
2019/5/14,9,50
2019/5/15,6,51.5
2019/5/16,9,51.5
2019/5/18,28,54
2019/5/19,32,53
2019/5/20,33,57
2019/5/21,32,59.5
2019/5/22,28,55.5
2019/5/23,20,50.5
2019/5/24,15,48
2019/5/25,36,54.5
2019/5/26,56,58.5
2019/5/27,53,60
2019/5/28,21,58
2019/5/29,11,53.5
2019/5/30,28,56
2019/5/31,17,56.5
2019/6/1,14,50.5
2019/6/2,8,52.5
2019/6/3,13,50
2019/6/4,8,51.5
2019/6/5,5,50.5
2019/6/6,12,56
2019/6/7,19,54
2019/6/8,17,53
2019/6/9,12,57.5
2019/6/10,9,53.5
2019/6/11,2,55
2019/6/12,3,55
2019/6/13,7,56.5
2019/6/14,27,54.5
2019/6/15,17,57
2019/6/16,7,56
2019/6/17,6,56
2019/6/18,6,51
2019/6/19,6,53
2019/6/20,18,60.5
2019/6/21,27,60
2019/6/22,14,55.5
2019/6/23,6,56.5
2019/6/24,17,57
2019/6/25,22,60.5
2019/6/26,38,64.5
2019/6/27,67,67
2019/6/28,39,69
2019/6/29,61,70.5
2019/6/30,61,65
2019/7/1,69,65.5
2019/7/2,81,63
2019/7/3,60,68
2019/7/4,73,68
2019/7/5,87,71
2019/7/6,115,68.5
2019/7/7,145,68
2019/7/8,108,63.5
2019/7/9,72,61.5
2019/7/10,75,63.5
2019/7/11,65,60
2019/7/12,29,58
2019/7/13,21,57
2019/7/14,32,58.5
2019/7/15,28,61.5
2019/7/16,5,57.5
2019/7/17,12,59
2019/7/18,16,56.5
2019/7/19,8,56
2019/7/20,8,55.5
2019/7/21,16,58
2019/7/22,32,59
2019/7/23,31,63.5
2019/7/24,14,58
2019/7/25,12,55
2019/7/26,6,58.5
2019/7/27,7,59
2019/7/28,14,56.5
2019/7/29,16,56.5
2019/7/30,15,58
2019/7/31,25,60
2019/8/1,31,61
2019/8/2,31,60.5
2019/8/3,47,63
2019/8/4,41,59.5
2019/8/5,36,61.5
2019/8/6,29,61.5
2019/8/7,32,68
2019/8/8,22,68.5
2019/8/9,7,63
2019/8/10,31,60.5
2019/8/11,42,62.5
2019/8/12,40,61
2019/8/13,48,60
2019/8/14,36,62
2019/8/15,8,63.5
2019/8/16,5,61
2019/8/17,3,60
2019/8/18,4,54
2019/8/19,2,53.5
2019/8/20,2,51.5
2019/8/21,11,56
2019/8/22,17,52
2019/8/23,10,51.5
2019/8/24,15,55
2019/8/25,49,53.5
2019/8/26,34,52
2019/8/27,10,54
2019/8/28,17,52.5
2019/8/29,36,54.5
2019/8/30,42,54.5
2019/8/31,52,56
2019/9/1,43,57.5
2019/9/2,17,54
2019/9/3,3,58
2019/9/4,23,55.5
2019/9/5,14,55.5
2019/9/6,51,55
2019/9/7,48,53.5
2019/9/8,53,56
2019/9/9,32,54.5
2019/9/10,31,54
2019/9/11,26,50
2019/9/12,12,55.5
2019/9/13,8,52
2019/9/14,26,52
2019/9/15,22,54.5
2019/9/16,24,51.5
2019/9/17,29,53.5
2019/9/18,14,48
2019/9/19,9,53.5
2019/9/20,5,54
2019/9/21,9,53
2019/9/22,20,49.5
2019/9/23,7,48
2019/9/24,19,50
2019/9/25,12,50.5
2019/9/26,23,44.5
2019/9/27,68,45
2019/9/28,59,41.5
2019/9/29,58,42
2019/9/30,27,47.5
2019/10/1,7,48
2019/10/2,21,46
2019/10/3,36,45.5
2019/10/4,29,46
2019/10/5,14,48.5
2019/10/6,4,45
2019/10/7,2,37
2019/10/8,6,34.5
2019/10/9,2,41
2019/10/10,1,45
2019/10/12,17,38.5
2019/10/13,31,37
2019/10/14,30,36
2019/10/15,18,39
2019/10/16,22,42.5
2019/10/17,17,43.5
2019/10/18,15,44
2019/10/19,12,43.5
2019/10/20,36,37
2019/10/21,38,34.5
2019/10/22,24,36.5
2019/10/23,10,44
2019/10/24,24,42.5
2019/10/25,44,40.5
2019/10/26,36,38
2019/10/27,27,39.5
2019/10/28,23,40.5
2019/10/29,17,40
2019/10/30,19,42
2019/10/31,1,43
2019/11/1,1,43
2019/11/2,3,45
2019/11/3,2,43.5
2019/11/5,18,36
2019/11/6,21,34
2019/11/7,14,40
2019/11/8,11,39
2019/11/9,18,36.5
2019/11/10,44,30.5
2019/11/11,55,30
2019/11/12,39,37
2019/11/13,5,44.5
2019/11/14,11,47
2019/11/15,6,46
2019/11/16,9,45.5
2019/11/17,20,45.5
2019/11/18,8,41
2019/11/19,11,40.5
2019/11/20,2,45.5
2019/11/21,4,43.5
2019/11/22,3,42.5
2019/11/23,15,40.5
2019/11/24,26,37.5
2019/11/25,32,34.5
2019/11/26,33,27.5
2019/11/27,57,24
2019/11/28,58,27.5
2019/11/29,55,31.5
2019/11/30,27,34.5
2019/12/1,4,37
2019/12/2,6,38.5
2019/12/3,18,34
2019/12/4,18,34
2019/12/5,12,35
2019/12/6,23,35
2019/12/7,53,33.5
2019/12/8,43,38.5
2019/12/9,28,37
2019/12/10,16,39
2019/12/11,31,37.5
2019/12/12,33,37.5
2019/12/13,18,39
2019/12/14,52,36
2019/12/15,61,32
2019/12/16,53,32
2019/12/17,37,34.5
2019/12/18,16,39
2019/12/19,40,38
2019/12/20,31,35.5
2019/12/21,16,33.5
2019/12/22,41,34
2019/12/23,11,36
2019/12/24,14,36.5
2019/12/25,7,39
2019/12/26,7,40
2019/12/27,11,37.5
2019/12/28,17,40
2019/12/29,8,39.5
2019/12/30,6,40
2019/12/31,56,42
2020/1/1,36,35
2020/1/2,12,31
2020/1/3,36,25
2020/1/4,38,26
2020/1/5,56,21.5
2020/1/6,13,29
2020/1/7,27,31
2020/1/8,25,27
2020/1/9,42,20
2020/1/10,28,17.5
2020/1/11,58,12
2020/1/12,64,11
2020/1/13,70,10.5
2020/1/14,53,13.5
2020/1/15,47,14.5
2020/1/16,4,16
2020/1/17,39,9
2020/1/18,51,13
2020/1/19,52,25.5
2020/1/20,41,31
2020/1/21,52,33.5
2020/1/22,54,32.5
2020/1/23,18,36
2020/1/24,9,34
2020/1/25,13,34.5
2020/1/26,0,38.5
2020/1/27,2,37
2020/1/28,4,37.5
2020/1/29,8,37.5
2020/1/30,14,33.5
2020/1/31,6,30.5
2020/2/1,16,27.5
2020/2/2,22,22
2020/2/3,15,27.5
2020/2/4,17,34.5
2020/2/5,25,37.5
2020/2/6,27,37.5
2020/2/7,17,33.5
2020/2/8,16,36
2020/2/9,23,36
2020/2/10,0,37.5
2020/2/11,21,34.5
2020/2/12,1,35.5
2020/2/13,33,34.5
2020/2/14,21,31
2020/2/15,23,32
2020/2/16,7,29.5
2020/2/17,18,30
2020/2/18,2,37
2020/2/19,7,38.5
2020/2/20,0,36.5
2020/2/21,9,36
2020/2/22,3,34
2020/2/23,11,32.5
2020/2/24,7,30
2020/2/25,3,32.5
2020/2/26,4,37.5
2020/2/27,0,40
2020/2/28,9,37
2020/2/29,13,34.5
2020/3/1,3,37.5
2020/3/2,7,36
2020/3/3,7,34.5
2020/3/4,6,34
2020/3/5,12,31.5
2020/3/6,11,24.5
2020/3/7,25,26
2020/3/8,6,33
2020/3/9,2,35.5
2020/3/10,17,35
2020/3/11,23,26.5
2020/3/12,29,19.5
2020/3/13,35,21
2020/3/14,53,30
2020/3/15,52,33
2020/3/16,48,30.5
2020/3/17,49,32.5
2020/3/18,28,31
2020/3/19,20,38
2020/3/20,35,35.5
2020/3/21,27,34
2020/3/22,13,40.5
2020/3/23,11,31.5
2020/3/24,31,31.5
2020/3/25,42,30.5
2020/3/26,2,39
2020/3/27,2,32
2020/3/28,15,27.5
2020/3/29,7,24.5
2020/3/30,18,25.5
2020/3/31,26,25
2020/4/1,32,26.5
2020/4/2,26,28.5
2020/4/3,27,26
2020/4/4,33,30
2020/4/5,27,32
2020/4/6,21,38
2020/4/7,20,36.5
2020/4/8,10,37.5
2020/4/9,19,35.5
2020/4/10,28,34.5
2020/4/11,33,36
2020/4/12,36,39.5
2020/4/13,15,42
2020/4/14,3,44.5
2020/4/15,14,40.5
2020/4/21,10,43.5
2020/4/22,12,43
2020/4/23,14,44.5
2020/4/24,10,42.5
2020/4/25,17,46
2020/4/26,11,45.5
2020/4/27,12,45
2020/4/28,6,45
2020/4/29,7,44
2020/4/30,12,43
2020/5/1,44,45.5
2020/5/2,54,49.5
2020/5/3,9,50
2020/5/4,18,47
2020/5/5,25,44
2020/5/6,16,45
2020/5/7,19,49.5
2020/5/8,52,51.5
2020/5/9,52,57.5
2020/5/10,52,58
2020/5/11,29,54.5
2020/5/12,44,53
2020/5/13,43,55.5
2020/5/14,26,53.5
2020/5/15,28,52.5
2020/5/16,40,56
2020/5/17,35,55.5
2020/5/18,25,50
2020/5/19,12,48
2020/5/20,4,50
2020/5/21,30,49.5
2020/5/22,27,49.5
2020/5/23,22,56
2020/5/24,1,50.5
2020/5/25,1,48.5
2020/5/26,2,49
2020/5/27,11,49
2020/5/28,24,52
2020/5/29,26,54
2020/5/30,21,56
2020/5/31,14,51
2020/6/1,13,48
2020/6/2,9,49
2020/6/3,9,48
2020/6/4,8,51.5
2020/6/5,22,54
2020/6/6,32,52
2020/6/7,17,49.5
2020/6/8,16,49
2020/6/9,5,55
2020/6/10,13,58.5
2020/6/11,19,57.5
2020/6/12,19,57.5
2020/6/13,23,60.5
2020/6/14,7,53.5
2020/6/18,2,54
2020/6/19,3,56
2020/6/20,9,53.5
2020/6/21,10,51
2020/6/22,9,52.5
2020/6/23,12,54
2020/6/24,13,52.5
2020/6/25,7,49.5
2020/6/26,13,51.5
